event_nr,position,runner,agegroup,gender,club,time,age_grade,no_runs,no_volunteered
107,1,7be3701eb036fdc69f00924f41cf136250feda853c390115d50bed641a5f8fab,SF25-29,Weiblich,Team beVegt.de,18:43,79.07,41,10
107,2,e13a2722d861ac3ec489c528dd3c2de943e0214eb06bd9e370280d087dfd9ec4,VM40-44,Männlich,,19:34,69.76,20,0
107,3,64c40d93e65bbc08cae4e7895aa05d13ce93e186256feca12241f564ebf8d49f,VM50-54,Männlich,,20:28,74.43,16,0
107,4,321e95df20b87352ed628866bb29aa70e9e9f33d3d0fac29854b3dce30b3e8a4,VM35-39,Männlich,,21:00,62.78,5,0
107,5,42fbf00641480b17b63e2068eeed66bff7e11ccf6652053e3d2e8b52b6189255,VM50-54,Männlich,ASC Konstanz,23:22,65.19,105,13
107,6,34a10ddb35e35535840431ddc5ed1e175a6c9b5e0f971fd62210aa9a0812214a,VF40-44,Weiblich,Striders of Croydon AC,24:30,63.27,238,31
107,7,758ee085ed1d2e7c7df48982418c3dfe690d937f019c79e40b688fc9009cd408,VF40-44,Weiblich,Crystal Palace Fun Runners,24:53,63.23,171,11
107,8,925a25035d5c96b7e0e8b94a2d787b811f0292a520735e4f4f1b1f791762876b,VM65-69,Männlich,SCC Berlin,24:53,68.05,84,3
107,9,fbc8cef7a85ed56242e88edd3ad1198650e6b0715269a747d4e6cc34aac72a73,VM55-59,Männlich,,26:01,60.60,14,0
107,10,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,27:25,62.92,46,0
107,11,60fbcb9caed15d99751dea19311a851d6ce232e2bee37e74b2724d0da906f0c0,VF35-39,Weiblich,,28:44,52.20,56,37
107,12,0e74fde36a24265d934dcb840385bdd274f5e575e030bf8857808c118694501a,JW11-14,Weiblich,Striders of Croydon AC,29:04,57.22,46,4
107,13,acb36b8a31dc744f992fc2d800447670197ff77c9b31c326ebc7a5982df1875d,VM60-64,Männlich,,29:18,55.69,2,0
107,14,24f47407eba7a2b6bb7d3ab07cc25439abebc09e36faa465197f64d86a11021a,JW10,Weiblich,Striders of Croydon AC,29:46,60.86,39,3
107,15,8a90e0e666393effd8fbd3c6476fe2a3da124d4289dcc8cffbe7179a8b6f9dd5,VM40-44,Männlich,Striders of Croydon AC,29:47,46.17,89,229
107,16,fb0ec006321eaeb1c37c0855e3fdd840bb8e0e05217171a7357000ece91604f1,VF45-49,Weiblich,Trinity Church Perth,29:51,55.50,176,20
107,17,f4ee1d17627cbb72cc4c66245f795cf3a4c7b85a9334d471610147da666d003b,VM45-49,Männlich,,30:55,47.33,166,4
107,18,d0cad20704bb20c8ab83e0a7908d0741c985302ffd19edbf1c8cbdcafa083350,SF25-29,Weiblich,ASC Konstanz,31:04,47.64,21,2
107,19,231fee59e2f408f5bd94d7b2e6fdd5880be0177f3eb6fb39ed733891f1b1da4f,VM50-54,Männlich,,31:41,47.71,54,70
107,20,a1c48e18f64562167bee064e8d831d2a9a775a57f7c1c2a8c98f4b9a9e9288f1,SF20-24,Weiblich,,31:51,46.47,9,0
107,21,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,40:02,37.80,63,26
107,22,98e4278bd1b6b40466eebeb54496040ac4fcdaacbdd237942c003335315a5297,VM70-74,Männlich,parkrun World tourists,42:11,43.50,83,16
107,23,811b1313b093a029151a088150f4703ae1ca4bdfcd356cd7b6bfbac86d8249a5,VF60-64,Weiblich,parkrun World tourists,42:29,47.00,167,10
107,24,603c2189ccd11a8311c4560fd00305c6a6a04419a5c46107145f9b714a402543,VF50-54,Weiblich,,42:47,39.66,9,0
107,25,2b9b071cce883221c7bce5be74ace1551399a02a536a76f595e9dfc64dc57daa,SF25-29,Weiblich,,42:49,34.57,35,29
108,1,9f35459ef7c931882b06a778ab83866033bbf376c659b495e533cc6c2f8204f8,SM25-29,Männlich,,17:40,73.02,4,1
108,2,7be3701eb036fdc69f00924f41cf136250feda853c390115d50bed641a5f8fab,SF25-29,Weiblich,Team beVegt.de,18:50,78.58,41,10
108,3,e13a2722d861ac3ec489c528dd3c2de943e0214eb06bd9e370280d087dfd9ec4,VM40-44,Männlich,,19:18,70.73,20,0
108,4,ec973bd99c41628af732584be57af9b3cb749f0e5d70f246966a7d69715249a3,SM25-29,Männlich,,20:02,64.39,56,61
108,5,321e95df20b87352ed628866bb29aa70e9e9f33d3d0fac29854b3dce30b3e8a4,VM35-39,Männlich,,20:03,65.75,5,0
108,6,93e912e69b5b3259e5cbcc2d2eaa37217e04233728e4c3a78764b00916b776ac,SF30-34,Weiblich,Team beVegt.de,20:14,73.31,44,9
108,7,25104962a23ec8e6d3c1ac5c87ee0a77a6c467e82602ae3551030ab74ee42f0f,VM35-39,Männlich,,20:14,65.16,4,0
108,8,efed74b8af3a3345bc1da1838437c6a01052e1c13c99817fd9d92e9847e1d79b,SM25-29,Männlich,,21:16,60.74,10,2
108,9,e9c3ba65f26cdcf80dea5f1b51572e7b322f045eed504b62ce8e8bbe380f48cf,SM25-29,Männlich,ASC Konstanz,21:40,59.54,3,0
108,10,9d26ad4d2e8c65552efac70896b73c27a5d22b6c8bac662abd20132d576f326c,VM60-64,Männlich,Stragglers,21:43,74.52,386,0
108,11,c6622233f2a4493494a4890f020e140b9c7598e4424f0fc54d8c13d0d26483c6,VM45-49,Männlich,,22:33,64.38,156,73
108,12,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
108,13,3ae290d22310bcf16b7eb9007b62994cd14a3fc8e58439c43e86d85740fb39e7,SM30-34,Männlich,Team beVegt.de,23:27,55.44,37,4
108,14,7be1e917b896ea047083cf87f288f9e83d3575d4d68d52378385878a11687711,SM30-34,Männlich,ASC Konstanz,23:50,54.55,7,0
108,15,b7c7abf6416714f42551790dbb6b9bb432b20e737c0ef3ec6c1c795b3695744a,VM55-59,Männlich,,24:04,63.85,1,0
108,16,a4a932aebe0d8b62c84edf1a7371e4221b3876621244e55cd6f21b6a37c5c5c8,SF20-24,Weiblich,,24:06,61.41,149,42
108,17,fbc8cef7a85ed56242e88edd3ad1198650e6b0715269a747d4e6cc34aac72a73,VM55-59,Männlich,,24:38,64.01,14,0
108,18,3e93c348301e4fb97a4448209a561cc4b42d185d3df990f4ff51632eb8964ee1,VM70-74,Männlich,ASC Konstanz,25:09,70.11,138,137
108,19,385106f27746ca1cb85ec03bf5aab13236be0f1658f6087699929a82cc5c3062,VM55-59,Männlich,,27:29,56.40,234,11
108,20,eaa6722ee7e4543c4e56634cc09ece9d4006797ce5b5faa2e27ab6533303fd86,VF60-64,Weiblich,,27:31,73.65,63,96
108,21,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,27:32,62.65,46,0
108,22,84c8e8eadc114b0a333186340ceb0b28a543bc95c31b2e732438af7edb13096b,VF60-64,Weiblich,Stragglers,29:19,67.14,403,103
108,23,fb0ec006321eaeb1c37c0855e3fdd840bb8e0e05217171a7357000ece91604f1,VF45-49,Weiblich,Trinity Church Perth,29:35,56.00,176,20
108,24,819cae396474638ed31c4ef764a6d1e60ce2869272d984a52e482f214e65f3f6,VM45-49,Männlich,,29:36,49.44,82,18
108,25,a55551e3fad1833b2fdad4305929db6c4316b0d593a065f7c47bedb77fe0c222,VM75-79,Männlich,,29:47,68.94,65,11
108,26,d0cad20704bb20c8ab83e0a7908d0741c985302ffd19edbf1c8cbdcafa083350,SF25-29,Weiblich,ASC Konstanz,29:55,49.47,21,2
108,27,23a85b80612274ab34d10e706b34c1432a62933e9a3d337862b9b41246717e01,JW11-14,Weiblich,,29:56,53.34,64,130
108,28,b3390e19351b65335971abc9466d08b99e7c096619755e3679cc2bd8cb18c05d,JW15-17,Weiblich,,29:59,51.70,3,0
108,29,b62bfdd40ca3ec56125fd24d61a93b1f23048ad79b8c300cc4efd14e3ed77ba1,SM30-34,Männlich,,30:07,42.94,1,0
108,30,231fee59e2f408f5bd94d7b2e6fdd5880be0177f3eb6fb39ed733891f1b1da4f,VM50-54,Männlich,,30:55,48.89,54,70
108,31,9a4a54624e98afe46a40037302dddeff1d44ed1c0b26925b0fa2e353700c2b50,SM30-34,Männlich,,31:06,41.80,2,0
108,32,4921a59f91667aa1e358207fedb1bcc3e5e073308c375c9c2f19971075553ab7,SF30-34,Weiblich,,31:09,47.83,1,0
108,33,7b6ffbd0982d4bf994beeeda0f5aa416334e1713bf621549727a1e968483886e,SM30-34,Männlich,,31:09,41.73,4,0
108,34,145360544e00588752dbc3d90595218d8a2b6b49c0d496b72376dc9e88f19215,VM55-59,Männlich,,31:28,50.11,34,28
108,35,228f2a0d3dd226842229a2260c9ae29db8f8773c97060603e26ab20f97e96f56,VM70-74,Männlich,,31:42,57.05,167,5
108,36,da1cbb0bb9b26a17c2be418302a30aadb4064b9c657aec94a54c6eb3cd805895,VM60-64,Männlich,,32:51,48.81,13,0
108,37,a1c48e18f64562167bee064e8d831d2a9a775a57f7c1c2a8c98f4b9a9e9288f1,SF20-24,Weiblich,,33:01,44.83,9,0
108,38,7169a134b0a9c957439b2322b3660d257647dbb09bed97d2b8be197f28a74a85,VF60-64,Weiblich,,34:15,57.47,191,9
108,39,7c40793930fbda2d46cfb19cb93dbb22c65341af0b5cc76995b89ce3a26591df,VF45-49,Weiblich,,36:11,43.90,120,0
108,40,603c2189ccd11a8311c4560fd00305c6a6a04419a5c46107145f9b714a402543,VF50-54,Weiblich,,42:03,40.35,9,0
108,41,f29f0a0e2f97999ec61a5f9a27f12b55fd02fe0d0594330008e39cfa9703a909,VF55-59,Weiblich,,47:36,39.64,232,56
108,42,ee4bff2dc06d8b4d8491a960458e381273a74f2a5cd96269a70a29dac6314f8e,VF45-49,Weiblich,,49:44,33.31,209,88
108,43,4dfb65004374d423095b293788e0aa7cf96b8d0010a1bed50edc2e8e7d229211,JW10,Weiblich,,54:45,37.75,2,1
108,44,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,54:48,27.62,63,26
108,45,f7e21130ef3f93f26c3a47f2940c1c91761b59235d6b27ffb51b9f93516eed6b,VM65-69,Männlich,,54:53,30.85,69,28
109,1,7be3701eb036fdc69f00924f41cf136250feda853c390115d50bed641a5f8fab,SF25-29,Weiblich,Team beVegt.de,18:48,78.72,41,10
109,2,e13a2722d861ac3ec489c528dd3c2de943e0214eb06bd9e370280d087dfd9ec4,VM40-44,Männlich,,19:43,69.23,20,0
109,3,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
109,4,9eaec73e4833a8bb4ce74d97c05d64396b2a8a59f557544abd97568cefe31f23,SM30-34,Männlich,,22:00,59.62,12,2
109,5,cdc4bd1b110c5a85a1f3f60c16156902c5526dcff42a535d9325e550a161fe09,VM55-59,Männlich,,22:14,71.51,19,4
109,6,9d71cc43997889caded7aae9c3c097e31d4453082d8ca428c512f6d09f8088f7,VM60-64,Männlich,Sutton Striders,22:33,71.77,654,246
109,7,42fbf00641480b17b63e2068eeed66bff7e11ccf6652053e3d2e8b52b6189255,VM50-54,Männlich,ASC Konstanz,22:56,66.42,105,13
109,8,2fd722931f850884d8fd36f763c7ad2f5b03016d970a2e63f97f367073891558,VM50-54,Männlich,,23:00,64.64,205,10
109,9,348ad89b2ea1ee41174253639d287ba9712702d36f946f5db1cefe57154c32f7,VM50-54,Männlich,Southville Running Club ,24:03,61.82,432,178
109,10,3e93c348301e4fb97a4448209a561cc4b42d185d3df990f4ff51632eb8964ee1,VM70-74,Männlich,ASC Konstanz,25:03,70.39,138,137
109,11,be7122b783c709f0ebba9ddc8989466227c062edb5f6c1ce79fc3b8d6824f9ef,VM50-54,Männlich,,25:25,58.03,5,0
109,12,7b6ffbd0982d4bf994beeeda0f5aa416334e1713bf621549727a1e968483886e,SM30-34,Männlich,,25:52,50.26,4,0
109,13,2ea48772c2888f328696d6eb7b21e09d413fdcc76f36cd7647351ed379f354dd,VF45-49,Weiblich,,26:48,61.07,33,30
109,14,16b2607049b0ea8ff786f0c084c1858d469888cf16c30d83f035d64506d2d3c1,JM10,Männlich,,26:55,63.22,40,2
109,15,7a0d9f9f72c57687e0719951e0a1f9c1dd7ebe8e2548fb1320fe4dba7c2c8c57,VM40-44,Männlich,,26:55,51.08,192,9
109,16,eaa6722ee7e4543c4e56634cc09ece9d4006797ce5b5faa2e27ab6533303fd86,VF60-64,Weiblich,,27:14,74.42,63,96
109,17,6c876dcf0d7b3c5e0167498b667be8d32305a68d8d268719cc98ef4fb92c24e7,VF50-54,Weiblich,Southville Running Club ,27:27,61.81,413,195
109,18,093a66e81963e0591c0dbba228d31f03c9583c86b972333bb2eb1ee50cb7bac9,SM25-29,Männlich,,29:02,44.49,49,0
109,19,5712e3c621d8ed866695e5c1ff08951407716bb91bdf6e449d1d919c24d839b3,SF25-29,Weiblich,Tooting Run Club (TRC),29:03,50.95,415,35
109,20,5ccf765226b2b4a5aed89280719b3af8563318d8868b0cdc678b998c1402c4a7,VF55-59,Weiblich,,29:08,62.13,15,5
109,21,d0cad20704bb20c8ab83e0a7908d0741c985302ffd19edbf1c8cbdcafa083350,SF25-29,Weiblich,ASC Konstanz,29:34,50.06,21,2
109,22,ff9c3226cbd99993d521434e5c40efec3f4e2c6247cea0750a9f7a93d5e2f56e,SF30-34,Weiblich,St. Pete Running Company,30:02,49.50,51,18
109,23,b1f6bd85ecc330641046e55af528e92c13117681d9d80f26b9a23b809a2fbf71,SM30-34,Männlich,,30:03,43.15,14,4
109,24,1e349ebd4b43c17446b5d16389c69d310e8229334e483abdf3d455a8eb4fe05b,VM40-44,Männlich,,30:11,45.22,6,0
109,25,9eea87ee74e327e7a4fc25015261ccc05304440b93f7d36d8d2d9ef1316f2b10,SF30-34,Weiblich,,30:51,48.19,7,0
109,26,145360544e00588752dbc3d90595218d8a2b6b49c0d496b72376dc9e88f19215,VM55-59,Männlich,,31:24,50.21,34,28
109,27,da1cbb0bb9b26a17c2be418302a30aadb4064b9c657aec94a54c6eb3cd805895,VM60-64,Männlich,,31:33,50.82,13,0
109,28,fde21de004a866b182fc9f1f4da0597d64a5904e01048ab8dc56624670b2fc4a,VF70-74,Weiblich,,37:32,59.33,35,13
109,29,79daece3baa0bfb1d7287d80d0448ba4fdd11e087186de26fbfff83b63ad7197,VF35-39,Weiblich,,38:51,39.12,19,4
109,30,8355d0cba9402118e4176b7782c915f8e68a97a483adf38a5989fd15c48b8da3,VF35-39,Weiblich,Chepstow Harriers,38:52,38.72,135,65
109,31,603c2189ccd11a8311c4560fd00305c6a6a04419a5c46107145f9b714a402543,VF50-54,Weiblich,,39:25,43.04,9,0
109,32,f31d27fd46bf868d10b18f713be0b9aa8f16acbeceaae529d5e2f430944aba14,VF45-49,Weiblich,,42:16,38.33,65,1
109,33,4c2b5bdc24d1464ae6be2ed0db325e5b39b8fe0db0446a0b8a2867980534598e,VF40-44,Weiblich,,49:53,30.84,75,7
109,34,35ab39e2935142361708f5a0df4cd64d9007a8f496db7b16f63ed355033b8df4,JW10,Weiblich,,49:53,40.93,1,0
109,35,60fbcb9caed15d99751dea19311a851d6ce232e2bee37e74b2724d0da906f0c0,VF35-39,Weiblich,,49:54,30.06,56,37
110,1,f23460ae30ed2664b899e0290baac0cadf22be4d1b37106b01d62587a3c54fb4,VM35-39,Männlich,,18:25,72.49,2,0
110,2,c8da0e00a212567031c7ffae9e577237a0db35c4324bcceb0b588c5dbf5f4d76,SM25-29,Männlich,,20:13,63.81,6,1
110,3,321e95df20b87352ed628866bb29aa70e9e9f33d3d0fac29854b3dce30b3e8a4,VM35-39,Männlich,,20:29,64.36,5,0
110,4,3053de69f98d8346a87c0c7e0e86093c68b8404fdfd7c27cf70d10e648df3970,VM35-39,Männlich,,20:45,63.94,7,0
110,5,efed74b8af3a3345bc1da1838437c6a01052e1c13c99817fd9d92e9847e1d79b,SM25-29,Männlich,,21:23,60.41,10,2
110,6,416ae7140b42c6494513c5b0f4938648c864263e94af2a6f7583d10b77c9ac0a,SM25-29,Männlich,,21:37,59.75,42,55
110,7,9eaec73e4833a8bb4ce74d97c05d64396b2a8a59f557544abd97568cefe31f23,SM30-34,Männlich,,21:38,60.63,12,2
110,8,0c1019af9d130d9dbf60009a5b6cbb915d1842ecbe518a13c55142be1d719747,VM45-49,Männlich,,22:14,65.29,26,1
110,9,8fe1bbf0815225c5f4d1f6b49fbb3dec118933db5c859aa0b607b205a44c8659,VM45-49,Männlich,,22:29,64.05,415,112
110,10,3fadccebdc97aa9a358d43c96eb606f47f2efb843becf680aef558e3d1085147,VM55-59,Männlich,,23:22,67.48,250,35
110,11,68024f75ddbf4cf26c2fee3329ebb9e8d61c3593b3a26c5cc3d6392b60d0116b,VF45-49,Weiblich,Edinburgh Running Network,23:51,67.23,186,14
110,12,e74c93c3c5f5470522475463dc5a6a2e6e8e48d7a0c483a7b219196dc2c7e864,VM65-69,Männlich,,24:31,69.07,290,12
110,13,3e93c348301e4fb97a4448209a561cc4b42d185d3df990f4ff51632eb8964ee1,VM70-74,Männlich,ASC Konstanz,24:43,71.34,138,137
110,14,bc6c3a4209a3a3507c411b927949b43b8c204f6a50f3b0b380caaac43eb4838c,VF35-39,Weiblich,,25:40,58.64,26,0
110,15,47310d93c7442650a17c2842566cc5a2999d74ec465b745a3923f22f6d1e218f,VM35-39,Männlich,,26:14,50.89,1,0
110,16,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,26:42,64.61,46,0
110,17,478cbf749a08d0ae34beec0db6889c7afa2d52ceee9d4f5f7d46f50f7b8464f6,VM60-64,Männlich,,26:43,60.57,9,1
110,18,b7ed6c7401b7ee995728003dad5b1f9353de441f9a3fcfd7fc6a2c9f659b844b,VM40-44,Männlich,Vegan Runners,28:30,48.60,65,0
110,19,c54daa7b06d118b0abe7734cde8f0913d185115a839b0279a78ee23fe4cb09b7,VF55-59,Weiblich,,28:35,63.32,160,14
110,20,a55551e3fad1833b2fdad4305929db6c4316b0d593a065f7c47bedb77fe0c222,VM75-79,Männlich,,28:35,71.84,65,11
110,21,a6f2a3e316ff2b2e8dba9d4726a60cc796c479e8dbde4ac7e0c5d5173534d0a5,VM45-49,Männlich,,28:50,50.75,214,30
110,22,e4f7c38f28359e30653299ab92706ff9e9449a21a2dfdb5dc3392ea55d6098e9,VF35-39,Weiblich,,29:35,50.87,1,0
110,23,0d9668c1ef28b7dc772713283599dc359f1c1774d4a019e930c3efac4cefea9d,VM35-39,Männlich,,29:36,44.82,1,0
110,24,b7a341beb2f977f5e55a1e23fb6e1cd35800dc688740fb1ea573627b46967c60,SF25-29,Weiblich,,29:36,50.00,1,0
110,25,5ccf765226b2b4a5aed89280719b3af8563318d8868b0cdc678b998c1402c4a7,VF55-59,Weiblich,,30:56,59.32,15,5
110,26,1fac6a626f0cc62cdbd1f951cd5735c2bd8cd4427271af6a1193c9305e19bd25,VF55-59,Weiblich,,31:06,60.66,11,0
110,27,7102e3e6a84f2ab1be24c89cb05f39e2d24d485e3ddc1545d5705768cee43cd1,VM55-59,Männlich,,31:26,50.58,9,0
110,28,a1c48e18f64562167bee064e8d831d2a9a775a57f7c1c2a8c98f4b9a9e9288f1,SF20-24,Weiblich,,32:57,44.92,9,0
110,29,215040667cd0a887830ffc53483765770415814e3796d8d1e71f1875ad282630,VF70-74,Weiblich,,33:15,69.22,308,6
110,30,c288cc6f8f690de3bed3427dd2c2d3505790903791f7433d1f58d252da887a25,VF60-64,Weiblich,parkrun World tourists,36:01,56.27,360,37
110,31,f14be6607e892d735b158cc95965a15b8e965175e61f159e309a12c52916a53c,VM70-74,Männlich,,37:38,48.05,127,4
110,32,603c2189ccd11a8311c4560fd00305c6a6a04419a5c46107145f9b714a402543,VF50-54,Weiblich,,38:20,44.26,9,0
110,33,1787abf1e153fc430236cb059b8bbb941a4ea18f2cc8c51ac7f1f899fc115e19,VF60-64,Weiblich,Victory AC,47:16,42.24,460,102
110,34,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,48:29,31.21,63,26
110,35,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
110,36,13f0769360414099a7763e3284d2f502f502c1da62227e52b579428492e135a7,VF35-39,Weiblich,,51:03,29.29,10,0
110,37,145360544e00588752dbc3d90595218d8a2b6b49c0d496b72376dc9e88f19215,VM55-59,Männlich,,51:03,30.88,34,28
111,1,f8627e27431ea9da4f765d105500700fbcf04e4b08402f7ccd149d1e32966cae,SM25-29,Männlich,,18:54,68.25,1,0
111,2,7be3701eb036fdc69f00924f41cf136250feda853c390115d50bed641a5f8fab,SF25-29,Weiblich,Team beVegt.de,18:56,78.17,41,10
111,3,e13a2722d861ac3ec489c528dd3c2de943e0214eb06bd9e370280d087dfd9ec4,VM40-44,Männlich,,19:03,71.65,20,0
111,4,3512bec525d54bf2ca003c636dc77241b1672de8a087ff7098ee54a7b1968109,SM25-29,Männlich,,19:41,65.54,5,0
111,5,4559881b7a1b367d52dfe988e0da012a3e86c189c7137b63215c6ebcf468c599,SM30-34,Männlich,,20:13,63.97,7,0
111,6,3f033ba7c9d1b789ff295a87230b99aa1eb44a6e16e32dac9996262a72daa9ec,SM30-34,Männlich,,20:16,64.39,3,0
111,7,cdc4bd1b110c5a85a1f3f60c16156902c5526dcff42a535d9325e550a161fe09,VM55-59,Männlich,,21:48,72.94,19,4
111,8,4f62945b9b10bcd4d22d5a57bf34f7d1bd6905709776ee62ebb6c95b9164d552,VM40-44,Männlich,,23:01,59.74,29,9
111,9,8d5962423ab0931076e27f1826bbf5ed2091850e084e69c20090f62c0ece4e0b,VM35-39,Männlich,,23:11,57.58,21,6
111,10,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
111,11,fbc8cef7a85ed56242e88edd3ad1198650e6b0715269a747d4e6cc34aac72a73,VM55-59,Männlich,,24:05,65.47,14,0
111,12,3e93c348301e4fb97a4448209a561cc4b42d185d3df990f4ff51632eb8964ee1,VM70-74,Männlich,ASC Konstanz,24:32,71.88,138,137
111,13,b14ef98e6dfd628ec670aae5eead1cc65796c8230e03b0bcf0cb8ace705349da,VM35-39,Männlich,NA,25:02,52.66,4,0
111,14,7a92cfe30678f97085fd25d04c1fd5d9be248e36e2a4cd5854bb418bb226f119,VF40-44,Weiblich,,25:35,61.50,29,12
111,15,13bb745ec039d0bba850abb821676063c03da0e98aa5696dc041321ba0a425b4,VF35-39,Weiblich,,26:37,56.17,14,0
111,16,5272b049d52b701ce12506a5892c48d71290bc973b5c52a34f2d2ef5fb439170,SM25-29,Männlich,,27:13,47.40,1,0
111,17,a2791ea4c881a3202182856f54298cf8008ad9e0b54137b1c55fe552467771dc,SM30-34,Männlich,,27:51,46.44,26,13
111,18,f971cfd9cefe33f682bf8f206454a24d72cab5a49f54b647606ff927978b0196,VF35-39,Weiblich,,28:00,53.39,1,0
111,19,1e349ebd4b43c17446b5d16389c69d310e8229334e483abdf3d455a8eb4fe05b,VM40-44,Männlich,,28:01,48.72,6,0
111,20,982f98f0cf157e7e9957e2d264f860df16fb7cc1cf29c4a2455701daa33c6036,VF50-54,Weiblich,,28:19,61.51,11,3
111,21,e461d19d521fb4be90aad0a96a3c4052fc02a3ae588a2c33d9f89483a3916835,VM70-74,Männlich,Origins Running Club,28:46,62.86,149,16
111,22,f3ff6f51f3ba9359f8d2282a9da01ec8931454efb4705d08639b33fc0fe9e8f3,VF35-39,Weiblich,,28:50,51.85,3,0
111,23,0736f7a17b69ecc26ae84db0dae22939d30ddf74482367ebb7203e8b611acc4c,VF35-39,Weiblich,The Adventurers,29:12,51.54,453,102
111,24,5e541eac2dd0127f8e2d9da34b04054953c2a9a118a81853f08e3302b6d474f2,VM60-64,Männlich,,29:13,56.36,39,15
111,25,145360544e00588752dbc3d90595218d8a2b6b49c0d496b72376dc9e88f19215,VM55-59,Männlich,,30:08,52.32,34,28
111,26,eaa6722ee7e4543c4e56634cc09ece9d4006797ce5b5faa2e27ab6533303fd86,VF60-64,Weiblich,,31:19,64.72,63,96
111,27,9b233593b8760f9eb3e8cefef5769dd7b62e9e728c013915d79d8d82f830c7fd,VF35-39,Weiblich,,39:34,38.25,63,26
111,28,02a08be1f4542a984a243ab10b8366ca21c2aa3c21156ebd9065c6ac6920ca3d,VF35-39,Weiblich,,39:35,37.77,10,0
111,29,62ba375bf62df4c76a91debb3fbb2a56d3db1bc3c3c5a4c65cc9c6d5dbc9e14e,VF60-64,Weiblich,,48:29,40.01,74,1
111,30,f78ca3111e10b780593f1e5b62c02a41b683944291ecda0352dd36b124087f7b,NaN,NaN,,NaN,NaN,0,NaN
111,31,13f0769360414099a7763e3284d2f502f502c1da62227e52b579428492e135a7,VF35-39,Weiblich,,49:20,30.30,10,0
111,32,60fbcb9caed15d99751dea19311a851d6ce232e2bee37e74b2724d0da906f0c0,VF35-39,Weiblich,,49:21,30.40,56,37
112,1,7be3701eb036fdc69f00924f41cf136250feda853c390115d50bed641a5f8fab,SF25-29,Weiblich,Team beVegt.de,18:42,79.14,41,10
112,2,b40f59134527794fb1b823ee41039981fbfaf3eec32aab5adb5a1ee972714d92,VM40-44,Männlich,South West Road Runners,21:47,63.58,398,54
112,3,0f54dd12e503c7ea24b231567f7119b37f91d6a8515b106dcef19481cf90df80,SF30-34,Weiblich,,22:08,66.87,59,28
112,4,8221a5dadc813b0ecfcb720ef101f05a4a99135a69b78cefcba4aed3b0eaf084,VM55-59,Männlich,,22:19,70.05,117,8
112,5,815fe1584c1f8b5a6daa815961f678d8d30e3724a40cff073af6db34126044bc,SM20-24,Männlich,,23:12,56.18,9,0
112,6,5f5fab235b749bbebe6dedb14a4457fadb968d96473c7f0c65446d7dc11d2421,SM25-29,Männlich,,23:22,55.21,81,1
112,7,17f109f5b50ff17755794809048881b73b409336cc62793a93cca14e0fd178ff,SM25-29,Männlich,,23:24,55.13,1,0
112,8,b202c080290d5111e33b55fcd2702324446deb20346897e94ec62dba6d096575,VM50-54,Männlich,,23:26,63.44,5,0
112,9,42dbf6ad0e14f57d0970514f9c031e692d0298a9da31a0c2dc3b2c89fbc1a23a,SM30-34,Männlich,,23:42,54.85,9,0
112,10,25b2c5a2bacc019d103d5befeb5f795ceb2563e0cb45709330801314ebdb4bac,VM55-59,Männlich,,23:49,66.20,154,19
112,11,e398729118290f1234280a529572be5b40a852e5dc242fc8463afa2b9dc173e2,VM60-64,Männlich,,23:58,66.90,4,0
112,12,bd708833355fb13e8ea3b216e86e667cc1d5c363e74205a35c2362317bda6cbe,SM30-34,Männlich,,25:05,51.56,1,0
112,13,df53029343689549ef23b332716201e557cadb3d022894ea3d831a4ebb6f9b77,VM50-54,Männlich,,25:35,58.57,26,12
112,14,44b6b19dd7b22d6d68578debfeea021389228358ae900191bf4e7a4a19757ea1,VM60-64,Männlich,,25:36,63.74,48,0
112,15,1e349ebd4b43c17446b5d16389c69d310e8229334e483abdf3d455a8eb4fe05b,VM40-44,Männlich,,27:01,50.52,6,0
112,16,40e8e1590bd56b322d94c2f61ca0912c5a54312e313949d7133258d2ddcebce7,VM65-69,Männlich,,27:06,63.65,46,0
112,17,b4374101637e19d1ef832c43cf2249f3e1313efc22a401e6967adc2052256bff,SM20-24,Männlich,,27:18,47.25,6,0
112,18,f1d8e64d0a6a3ee6020be872d4895c9f636efdc4614e441db215612f08c1493a,VF40-44,Weiblich,,27:22,55.91,128,46
